UniProtKB.AC	Ensembl
A0A024QZA7	
A0A024R9B0	
A0A0G2JH76	ENSG00000206256
A2RRB2	ENSG00000168916
B4DT68	ENSG00000120729
C9J258	ENSG00000105221
E9PIF4	ENSG00000234343; ENSG00000227129; ENSG00000223957; ENSG00000227315; ENSG00000234846; ENSG00000184494; ENSG00000204386; ENSG00000228691
G5E9V9	ENSG00000081154
H0Y8E2	ENSG00000144852
H0YDB0	ENSG00000104518; ENSG00000278718
H3BMD1	ENSG00000186153
Q0EAF5	
Q3MHB9	ENSG00000133107
A0A024QZL0	
A0A024R0P4	
A0A024RBE8	
A0A090N8P8	
A0A0D6K9K6	
A2J1M8	
A6NNN6	ENSG00000078674
A8K015	
B2R812	
D7R525	ENSG00000050748
E5KNH5	
E9PPC1	ENSG00000117676; ENSG00000281877
I3L2L3	ENSG00000159842; ENSG00000278741
M0R131	ENSG00000105204; ENSG00000281320
Q547S7	
Q6IB54	
V5T9A0	
A0A024R728	
A6H8K8	
E5KSU5	
H0YNX7	ENSG00000137880
Q2LIR5	
Q2MJJ6	
Q5T091	ENSG00000157916
Q5VU08	
Q71QC5	ENSG00000130844
Q71RC1	ENSG00000267954
A0A024QZU0	
A0A024QZX5	ENSG00000124570
A0A024RAM7	
A8ASI8	
D6RD47	ENSG00000186468
H3BNG6	ENSG00000092531
Q29757	
Q2L696	ENSG00000070081
Q6ICS9	
Q96PJ7	ENSG00000109113
X5D7M6	
A0A024R073	
A0A0G2JM05	ENSG00000277751
B8ZZ67	ENSG00000116030
D6R9G1	ENSG00000134058; ENSG00000277273
F2Z3G3	ENSG00000106638
Q5T942	
Q6J334	ENSG00000205726
Q7LD69	
Q8IVZ9	ENSG00000278570
Q96QJ2	ENSG00000117090
A0A024R7Z0	
A0A024RA17	
A6NFB4	ENSG00000136488
B4DSL5	ENSG00000278259; ENSG00000278372
B4E3U2	ENSG00000110429
E5RGL1	ENSG00000168802
F2Z3L2	ENSG00000135597
G1UD79	ENSG00000156504
H0YLS3	ENSG00000138592
K7ERS2	ENSG00000181038
R4GMV2	ENSG00000145736; ENSG00000276910
A0A024QYX1	
A0A024R0Y2	
A0A024R5V3	
A0A059QQT9	
A0A087WWK6	ENSG00000172785
A0A087WY26	ENSG00000269713
A0A087WZL4	ENSG00000106123; ENSG00000275482
B4DDD8	ENSG00000170445
E7EMP8	ENSG00000196104
E9PL21	ENSG00000104529; ENSG00000273594
E9PMZ0	ENSG00000118513
G1UI37	ENSG00000012048
G3V556	ENSG00000156411
G3XAA6	ENSG00000284308
H3BQR5	ENSG00000166912; ENSG00000277086
M0R3B6	ENSG00000114982
Q53ZR5	
Q5FC02	ENSG00000134352
Q86W69	ENSG00000125462
Q9NYD7	
A0A024QYV2	
A0A024R1S8	
A0A024R7G2	
A0A024RBU5	
B3KV06	ENSG00000271447; ENSG00000278843
B7Z3I4	ENSG00000173575
C9J1B1	ENSG00000205531; ENSG00000273562
K0JCD0	
Q5H9D7	ENSG00000184867
Q75L79	
A0A024R0T0	
A0A024R1V3	
A0A024R9J6	
A0A024RCY3	
A0A024RD21	
A0A090N8Y8	
A0A0C4DG17	ENSG00000168028
C1K0Y0	
C9JGE3	ENSG00000182944
E7EVW1	ENSG00000187010
F8WCK4	ENSG00000106105
Q3MIM8	ENSG00000168487
Q6IMJ6	ENSG00000130558
A0A024R3F4	
A0A024RDH6	
A0A087WWN5	ENSG00000278540; ENSG00000275176
B4DYN2	ENSG00000140798
B4E059	ENSG00000166321
D6RCT1	ENSG00000163694
E9PHE4	ENSG00000160202; ENSG00000276076
J3QSG0	ENSG00000178921
Q14820	
Q71QC6	ENSG00000130844
Q8TB62	
V9GZ41	ENSG00000203880; ENSG00000280663
A0A024R038	
A0A024R1Q3	
A0A024R9Y6	
A0A024R9Y9	
A0A1U9X777	
A9C4B9	ENSG00000170892; ENSG00000278622
B7Z7N5	ENSG00000182732
E2JJS1	ENSG00000260596
E9PQE8	ENSG00000196655; ENSG00000280495
H0YL66	ENSG00000185880; ENSG00000278211
Q4GLM9	
Q5T081	
V9GYY4	ENSG00000118518
A0A024RAL3	
A0A024RBD8	
A0A024RE09	
A8MT18	ENSG00000189013; ENSG00000284365; ENSG00000283961
D7RIH3	
E9PLE5	ENSG00000177963
G3V1J5	ENSG00000083520
H3BQQ4	ENSG00000127554
I6LJZ9	ENSG00000126453
M0R0I7	ENSG00000197928
Q5TB25	ENSG00000143401
Q86X71	ENSG00000111728
Q9UES5	ENSG00000197535
A0A024R8Z5	
A0A087X2G4	ENSG00000148541
A0A0B4J2C2	ENSG00000080845
A2RUK8	
B3KQ30	ENSG00000136003
C9JBB0	ENSG00000154556
H3BRH9	ENSG00000103528
J3KN36	ENSG00000103226; ENSG00000278087
K7EL21	ENSG00000105519
K7EN86	ENSG00000109103
M0R160	ENSG00000197857
Q5JPC1	
A0A024R3W4	
A0A024R9B9	
A0A024RC28	
A0A126GVN5	
B1AKR1	ENSG00000169885
E9PQR8	ENSG00000104529; ENSG00000273594
F2Z3J7	ENSG00000079974
K7EMK2	ENSG00000022556; ENSG00000273992
Q4GI58	
Q549N5	
Q5QPR4	ENSG00000008128
Q5U0Q1	
Q6FGI7	
V9HWG0	
A0A024R6I9	
F2Z306	ENSG00000166278
F6XY72	ENSG00000243678
Q05C20	
Q1W6G4	
Q6FH20	
Q7Z776	ENSG00000186184
Q8IXA3	ENSG00000169118
A0A024R2A8	
A0A024R5U7	
A0A024RDH0	
A0A087WV42	ENSG00000231887; ENSG00000277823
A0A087X004	ENSG00000135423
A0A0A8K8E6	
B7ZA25	ENSG00000138669
I3L2N0	ENSG00000181031; ENSG00000262334
Q14C60	ENSG00000175894
Q4G9U5	
Q4KMZ4	ENSG00000150045
Q5JU23	ENSG00000136877
A0A024R1J8	
A0A024RAY7	
A0A024RDG9	
A0A1W1B5J3	
A4D0W0	
E0Z3F3	
F2Z3I1	ENSG00000188958
F5H4R5	ENSG00000197345
F5H6F7	ENSG00000184154
G3XAM2	ENSG00000205403
H3BVG1	ENSG00000140694; ENSG00000274829
H9N1E7	ENSG00000102755
K0JBZ5	
M0QXZ7	ENSG00000183207
Q0VAP4	ENSG00000187741
A0A024R3H6	
B2XL89	
B4DSR2	ENSG00000283580
D6W5A2	ENSG00000057935
E9PMW7	ENSG00000104529
F2Z3D8	ENSG00000147576
I3L172	ENSG00000172366
J3QKK8	ENSG00000157870; ENSG00000275125
Q5VWE5	
A0A024R274	
A0A0A0MR39	ENSG00000104177
B1B1F5	ENSG00000103148
E9PKR3	ENSG00000078124
F2Z3I7	ENSG00000068654
G3V170	ENSG00000130717
Q3T907	ENSG00000185811
Q5T8P4	
Q96CU4	ENSG00000105948
A0A024QZI8	
A0A024R4F4	
D3DW38	
E9PJ35	ENSG00000163479
H7C3I7	ENSG00000099953; ENSG00000275365
I3L295	ENSG00000129255
M0R1N9	ENSG00000077463
Q5DT02	
Q5TEC6	ENSG00000203818
Q5UCE2	
Q8TCC6	ENSG00000132837
A0A0U1RQY9	ENSG00000160185
A8K1X2	
A8MTC6	ENSG00000172794
B4DVJ6	ENSG00000151065
E5KLJ9	ENSG00000198836
E9PJ02	ENSG00000137726
G5EA44	ENSG00000157895
H0YA31	ENSG00000157881; ENSG00000273494
K7EMR7	ENSG00000125744
M0R1N4	ENSG00000196267
A0A024R3D5	
A0A024R6T8	
A0A024RBD7	
A0A0G2JIE7	ENSG00000204364; ENSG00000206372; ENSG00000235017; ENSG00000231543; ENSG00000226560; ENSG00000235696
B2R6D8	
B7Z3T3	ENSG00000124140
E5RG43	ENSG00000133742
E9PHZ0	ENSG00000181135; ENSG00000274352
F5H5S9	ENSG00000177981
K7ELY4	ENSG00000183628
K7ENW8	ENSG00000104953
Q5W1L7	ENSG00000164414
Q6P1N4	
Q9BPX9	
A0A024RCU3	
A0A075B7B9	ENSG00000271197; ENSG00000271305
A0A0G2JK28	ENSG00000204364; ENSG00000226560; ENSG00000235696; ENSG00000235017; ENSG00000206372; ENSG00000231543
A2ABH3	ENSG00000206457; ENSG00000204536
A4FVC4	
C9IZZ2	ENSG00000090266
F1AKK4	
F1D8Q7	
F2Z2Z9	ENSG00000102024
G0W2N5	
G3V2B1	ENSG00000080815
I3L4Q1	ENSG00000262860; ENSG00000257103
I3L4X2	ENSG00000103222; ENSG00000278183
Q5BJH1	ENSG00000197746
Q60I31	
A0A024R3B9	ENSG00000109846
A0A024R7W0	
A8K033	
B0QY95	ENSG00000100335
B4DJW4	ENSG00000103066
E7EUI7	ENSG00000184203
F5H7V9	ENSG00000041982
G3V0H0	ENSG00000164815
Q5SYW2	ENSG00000148337
Q86SZ7	
Q8N9G1	ENSG00000148396
Q9BYK1	ENSG00000171858
A0A024R0L5	
A0A024R3B0	
A0A024RBF1	
A0A024RDF7	
A0A1U9X7R0	
B0LPE5	
B4DW45	
B7ZM79	ENSG00000184226
D6R9E1	ENSG00000113494
E9PML4	ENSG00000148926
Q53GC0	
Q5T321	ENSG00000172915
A0A1W2PPT1	ENSG00000115525
A8K1C4	
B1AK81	ENSG00000142892
B2R4S9	
D3DUW5	
E5KRP6	
F8VW24	ENSG00000198001
Q6IZA2	
A0A024R0F6	
A0A024R3R1	
A0A024R5R0	
A0A024R781	
A0A087WUK8	ENSG00000189339
A0A0A0MRV0	ENSG00000125844
B3KPJ4	ENSG00000134686
B5MCT7	ENSG00000100034
C9J2V4	ENSG00000204099; ENSG00000277926
D5M8T1	
G3F4G3	
K7EKJ4	ENSG00000153822
K7ERL2	ENSG00000064932; ENSG00000278788
L0R819	ENSG00000138381
Q1ZYQ1	
Q495V5	ENSG00000233917; ENSG00000230031
A0A024QZB5	
A0A024R261	
A0A024R6W4	
B7Z3H4	ENSG00000166167
E0YMJ8	ENSG00000276194; ENSG00000275410
E9PIE9	ENSG00000213654; ENSG00000236697; ENSG00000234243; ENSG00000234508; ENSG00000237052; ENSG00000206314; ENSG00000233490
F2Z2U6	ENSG00000114812
F6UR09	ENSG00000227761; ENSG00000096155; ENSG00000233348; ENSG00000228760; ENSG00000234651; ENSG00000229524; ENSG00000204463
J3KSZ3	ENSG00000187824
Q20BG9	
Q708E6	ENSG00000118513
Q96L30	ENSG00000127561
A0A024R0A0	
A0A024RAR1	
A6H900	ENSG00000162779
B2R6Q4	
B3KR95	ENSG00000213047
B6V9G9	
C0KXH2	
E9PDG3	ENSG00000167716; ENSG00000276021
I6QTG3	
P78534	ENSG00000140105
Q2LC93	
Q7KZJ0	ENSG00000108384
A0A024R273	
A0A024R2F9	
A0A024R325	
A0A0G2JIF2	ENSG00000224320; ENSG00000229215
A0A0G2JNH7	ENSG00000275482
B1ANR0	ENSG00000090621
B4DIZ8	
B4DR80	ENSG00000102572
B7Z647	
C9JC32	ENSG00000182606
C9JTY4	ENSG00000197150
F8VW27	ENSG00000166046
F8VZS2	ENSG00000089169
G3XA94	ENSG00000113845
H0Y7N1	ENSG00000233076; ENSG00000225635; ENSG00000226634; ENSG00000213722; ENSG00000206395; ENSG00000228128; ENSG00000227317
Q5TIH2	ENSG00000213064
Q7LC14	ENSG00000146232
V9HVY8	
A0A024R0V4	
A0A087WT08	ENSG00000159905
B9EGX1	
D2XT27	
D5K9S8	
H3BQ31	ENSG00000187186
J3QQY2	ENSG00000143183
M0QY24	ENSG00000187187; ENSG00000281526
Q6AWB1	ENSG00000204843
Q86W51	ENSG00000249915
A0A024R2B7	
A0A024R539	
A0A024R8P1	
A0A024RAB5	
A0A087WT30	ENSG00000151131
A0A0B7NXV1	
A0A0J9YWA6	ENSG00000282013
A0N0P2	
A2AB15	ENSG00000204560; ENSG00000233561; ENSG00000226171; ENSG00000233418; ENSG00000233049; ENSG00000206486; ENSG00000227222; ENSG00000231377
B8ZZS2	ENSG00000138386
D6RIY1	ENSG00000273841; ENSG00000276463
E5RG78	ENSG00000072803
E9PK60	ENSG00000118181; ENSG00000280831
F2Z2I9	ENSG00000100372
F5GWH5	ENSG00000134825
F8W201	ENSG00000139644
G5E9D8	ENSG00000123243
H7C2R1	ENSG00000170906; ENSG00000276061
A0A024QZD2	
A0A024R5H8	
A0N0L5	
B4DED4	ENSG00000103253
D6RJD3	ENSG00000183474; ENSG00000274675
G5E977	ENSG00000147813; ENSG00000278488
J3KRI0	ENSG00000154040
Q19UH9	
A0A024RDS2	
A0A087WUZ7	ENSG00000071189
A0SDD8	ENSG00000113946
B0ZBF6	ENSG00000151623
C5J3Z9	
F2Z2N0	ENSG00000147576
F5GZH8	ENSG00000175581
G5E9C0	ENSG00000135899
Q1JUQ5	ENSG00000088832
Q29941	
Q502X2	
Q5TA56	ENSG00000126070
Q6IAL9	
A0A024R3E4	
A0A024RBQ0	
A0A1U9X8N7	
A6NER6	ENSG00000172137; ENSG00000282830
B4DY31	ENSG00000167992
C9JJE7	ENSG00000176945; ENSG00000278114; ENSG00000276583; ENSG00000275501
D6RI09	ENSG00000164258
E5RGI1	ENSG00000076554
E5RIP0	ENSG00000168619; ENSG00000278548
F8VNX1	ENSG00000166987
F8VV56	ENSG00000135404
H0YAX2	ENSG00000249437; ENSG00000278613
Q5TDG3	
A0A024R188	
A0A1U9X964	
A8K5J1	
B4E0E3	ENSG00000172663
G3V3J6	ENSG00000258947
H3BMM2	ENSG00000226124
A0A024QZF1	
A0A024R3W5	
A0A024R5Q6	
A0A024RBC0	
A0A087WT53	ENSG00000151276; ENSG00000282956
A0A0A0MT12	ENSG00000225859; ENSG00000198563; ENSG00000225073; ENSG00000230624; ENSG00000235439; ENSG00000229496; ENSG00000215425
F6U1F2	ENSG00000229524; ENSG00000234651; ENSG00000227761; ENSG00000233348; ENSG00000204463; ENSG00000228760; ENSG00000096155
Q15635	ENSG00000129204
Q2HIZ8	ENSG00000196187
Q2L6G8	ENSG00000206460
Q4G0W3	ENSG00000187955
Q6IT96	
Q7Z430	ENSG00000116729
Q9HB44	ENSG00000106128
V9HWF9	
V9HWN7	
A0A024R8F5	
A0A024RCS3	
A0A0A0MT80	ENSG00000162426
A0A0A0MTN5	ENSG00000197020; ENSG00000274746
A0A0S2Z471	
A0A0U5PUY1	
A0A140VJD1	
A6XGL3	ENSG00000204983; ENSG00000274247
B7Z574	ENSG00000153113
D3YJ43	
E9PEL9	ENSG00000131018
H3BUX8	ENSG00000104731
I3L426	ENSG00000262246; ENSG00000282725
K7EQQ9	ENSG00000131469
Q14018	
Q54A64	
Q96F32	ENSG00000069966
Q96KT8	
A0A024QZD1	
A0A024R4B7	
A0A024R7T2	
A0A0I9QQ03	
D6RF24	ENSG00000164024
H0YMA4	ENSG00000166803; ENSG00000259316
Q2TBD5	
Q53SS8	
Q6IB98	
A0A024R364	
A0A024R984	
A0A126GVN6	
A4D1X5	
C8C060	
E9PIU7	ENSG00000168002
G3V201	ENSG00000161996
H0YDN4	ENSG00000203697
I3L0K3	ENSG00000133393; ENSG00000276914
K7EP27	ENSG00000177731; ENSG00000284571
K7PML8	
A0A024RBM3	
B0FWH6	ENSG00000129214
B3KM87	ENSG00000015479; ENSG00000280987
H3BP68	ENSG00000103121
A0A024R7I7	
A0A024R8Z9	
A0A0C4DGE7	ENSG00000173040
A0A0S2Z475	
B4DR24	ENSG00000140987
B4DXZ6	ENSG00000114416
E5RH03	ENSG00000250479; ENSG00000273607
F8W883	ENSG00000041515; ENSG00000282848
H0YBZ9	ENSG00000172062; ENSG00000205571; ENSG00000277773; ENSG00000273772; ENSG00000275349
H7BY22	ENSG00000196323
J3KSK8	ENSG00000173065
Q5R341	ENSG00000174175
Q86SI8	
Q9HA79	
V9GZ37	ENSG00000215328; ENSG00000235941; ENSG00000237724; ENSG00000234475; ENSG00000204389
B4DUA4	ENSG00000100650
B7Z676	ENSG00000164038
C9J6W1	ENSG00000015568; ENSG00000169629
F2Z2J2	ENSG00000172113
F5H390	ENSG00000172725
H0YE36	ENSG00000088280; ENSG00000282854
Q53NU3	
V9HWJ1	
A0A087WU49	ENSG00000146839
A0A0A0MT31	ENSG00000231887; ENSG00000277823; ENSG00000263247
A0A1N7SYG1	
A6PVS0	ENSG00000155962
B4DRE3	ENSG00000116151
C5IWY4	
D0EV57	ENSG00000137403; ENSG00000206509; ENSG00000235220; ENSG00000237508; ENSG00000229698
E9PK13	ENSG00000073921
Q7LCB3	
A0A024RB06	
A0A024RBN1	
A0A087WSW7	ENSG00000119969
A8MRB1	ENSG00000160307
E9PBD8	ENSG00000130592
E9PIC4	ENSG00000162521
F5GX94	ENSG00000134539
I3L243	ENSG00000275867; ENSG00000278458
J3KSR2	ENSG00000149428; ENSG00000280682
K7EKX8	ENSG00000167220
Q2L4T1	
Q5SP00	ENSG00000243215; ENSG00000204257; ENSG00000239463; ENSG00000243189; ENSG00000243719; ENSG00000242361; ENSG00000242685
Q8WX35	
Q9HBD4	ENSG00000127616
S4R3N6	ENSG00000271605
A0A024RAM0	
A0A024RDV9	
A0A0A0MQU6	ENSG00000092421
A0A126GVB7	
A0A126GVE2	
B3KWK7	ENSG00000146674
B7ZKJ3	ENSG00000145242
D6RBC5	ENSG00000109180
H3BS33	ENSG00000159708
K7EKK7	ENSG00000121380; ENSG00000281449
K7EQF6	ENSG00000179284
A0A024R1W3	
A0A024R8B8	
A0A024RAM1	
A0A087WY02	ENSG00000229412; ENSG00000204689; ENSG00000206474
A0A0R6N9S2	
A0A1N7SYB2	
B0ZBE8	ENSG00000175206
B7Z5R6	ENSG00000188554
B7Z6T4	
G8JLQ3	ENSG00000135441
Q29897	ENSG00000204632; ENSG00000206506; ENSG00000237216; ENSG00000235680; ENSG00000230413; ENSG00000233095; ENSG00000235346; ENSG00000276051
A0A024R324	
A0A024RD18	
A1YLA2	ENSG00000118495
B2R6F3	
H7BYP1	ENSG00000083067
Q5JVE7	
Q658N3	
Q860I6	
A0A024R9K2	
A0A0A6YYD4	ENSG00000276405; ENSG00000282407
A0A1C3PH97	
A2BEK1	
B4DEX3	ENSG00000140873
D1MQ08	ENSG00000104783
D6RAN8	ENSG00000108826
G9JKG7	
H3BPV3	ENSG00000157349; ENSG00000260537
I3L1H9	ENSG00000162078; ENSG00000283056
Q5SQT9	
Q6FHT1	
Q6FI18	
A0A087WZA1	ENSG00000219626
B4DLF1	ENSG00000141551
D0PNI2	
D6RBZ2	ENSG00000163138
M0QZN6	ENSG00000105750; ENSG00000278091
X5DP00	
X6R7K4	ENSG00000203910
A0A024R427	
A0A024R6X1	ENSG00000172831
A0A0C4DFN4	ENSG00000095397
B0QYU2	
B4DTC4	ENSG00000173889
B4E0W7	ENSG00000003509
B5TY33	ENSG00000112062
E9PLV3	ENSG00000120451
F8WEV5	ENSG00000168066
H0YJA5	ENSG00000133962; ENSG00000274338
M0R299	ENSG00000105202; ENSG00000280548
Q53YC7	
Q6ICH2	ENSG00000243811
V9HW06	
A0A024R036	
A0A024RAY1	
A0A087WU96	ENSG00000278247; ENSG00000273976; ENSG00000275009
A0A087WWU9	ENSG00000153037
A0A1N7SZE3	
B4DT06	ENSG00000015532
E7EPW2	ENSG00000131368
E9PPX2	ENSG00000175592
G3V203	ENSG00000063177
G5E9P3	ENSG00000197885
G5E9Q8	ENSG00000187736
H0YEB0	ENSG00000088280; ENSG00000282854
Q24JQ5	ENSG00000167178
Q5SQH5	ENSG00000204560; ENSG00000233049; ENSG00000226171; ENSG00000233561; ENSG00000233418; ENSG00000231377
A0A024R313	
A0A087WVR6	ENSG00000278540; ENSG00000275176
B5MD06	ENSG00000163517
H3BR27	ENSG00000147274
J3KN39	ENSG00000022556; ENSG00000273992
J3KTF1	ENSG00000149428; ENSG00000280682
M0R0P1	ENSG00000105202; ENSG00000280548
M0R0U8	ENSG00000183668
Q30093	
Q6IA61	
Q9UFN7	ENSG00000108244; ENSG00000263309
A0A024R0Z5	
A0A024R2J0	
A0A024R412	ENSG00000118257
A0A024R654	
A0A126GVE3	
A0A1U9X986	
J3QRE9	ENSG00000196859; ENSG00000262164
A0A024RBR1	
A0A090N8Z1	
A0A0J9YYF7	ENSG00000146122
E5RGC5	ENSG00000259024; ENSG00000175106
G3XAD0	ENSG00000169598
K7ERF7	ENSG00000130023; ENSG00000276187
Q6IBR8	
Q96EF3	
R9W7C9	
A0A024QZB0	
A0A024R478	
A0A024R801	
A0A024RDT1	
A4D0U1	
B4DVN3	ENSG00000090316
B5MCT4	ENSG00000167165
D6RF43	ENSG00000198099
F6W983	ENSG00000124155
H0YLF1	ENSG00000100897
H3BLV3	ENSG00000011114; ENSG00000277222
H3BMD8	ENSG00000128989
I3L212	ENSG00000262246; ENSG00000282725
Q2KJU6	ENSG00000076604
Q5SRQ6	ENSG00000204435; ENSG00000206406; ENSG00000224398; ENSG00000230700; ENSG00000232960; ENSG00000224774; ENSG00000228875
X6RAH8	ENSG00000205649; ENSG00000282967
A0A024RBT8	ENSG00000130783
A0A0A0MRI1	ENSG00000133114
A5PKX9	
A9X3U0	ENSG00000138942
B0YJA4	
B2RNZ0	
B7Z6D5	ENSG00000124228
C6K6H4	
E7EV59	ENSG00000155097
E9PMT5	ENSG00000167286
G5EA20	ENSG00000129295
K7EQX8	ENSG00000182534
A0A024R2B1	
A0A024R466	
A0A0K0K1A3	ENSG00000211717; ENSG00000282618
A0A126GVE9	
B1AHC5	ENSG00000056487
B4DGW0	ENSG00000078043
D5K9W6	
F1D8P7	
I3L1U8	ENSG00000159842; ENSG00000276016; ENSG00000278741
Q6EZE9	
T2HUW8	ENSG00000105388
A0A024R082	
A0A024RAE8	
A0A0B4J2G5	ENSG00000277236; ENSG00000276409
F8VP72	ENSG00000075089
F8VVU2	ENSG00000204296; ENSG00000206245
G5E9L9	ENSG00000170390
G5EA21	ENSG00000110077
H3BSR4	ENSG00000258984
I3L1W3	ENSG00000072849
Q3LIE7	ENSG00000116133
Q6IFG6	
A0A024R203	
A0A024R4L1	
A0A075B6F5	ENSG00000133454
A0A080YUZ5	
A0A087WZF8	ENSG00000275214; ENSG00000165949
C9IYK2	ENSG00000113810
D8MIV0	ENSG00000004948
L0EQS1	
Q5T085	ENSG00000237763; ENSG00000174876
A0A0G2JLV5	ENSG00000278046; ENSG00000273884; ENSG00000276175
A0A0G2JNQ7	ENSG00000274513
A0A1N7SYF8	
B7WNQ9	ENSG00000102145
E9PIX0	ENSG00000235173
I3L1R3	ENSG00000198336
Q8WY15	
U5XJY8	
X5CF87	
A0A024R1B9	
A0A024RA58	
A0A090N8Q1	
A4D1T6	
B7ZM68	ENSG00000154783
H0YMQ9	ENSG00000140199
K7EQZ7	ENSG00000177731; ENSG00000284571
Q6NSD3	ENSG00000116785
A0A090N7V8	
A0A0G2JIT5	ENSG00000241779; ENSG00000243009; ENSG00000242726
A0A0K0K1E9	ENSG00000253291; ENSG00000282179
A0A126GV73	
A0A173AD95	
A4D275	
I3L530	ENSG00000213918
Q5VW28	
A0A024R0W2	
A1A4E9	
A8K2M3	ENSG00000101443
B4DEW2	ENSG00000141639
B4DSZ9	ENSG00000182670
B4DVU4	ENSG00000151062
B4DZ84	ENSG00000108852
B5MCD7	ENSG00000100321
D3DTZ7	
E5RHT0	ENSG00000160255
E9PC44	ENSG00000150961
J3QLD9	ENSG00000132589
J3QLE9	ENSG00000149428; ENSG00000280682
Q2VF39	
Q6FGU7	
U6A493	
A0A024RAM6	
A0A024RAX7	
A0A087X2J4	ENSG00000160695; ENSG00000280616
A0A0B4J1V9	ENSG00000119969
A0A1Y6MT95	
A0AVN6	
C9JPQ5	ENSG00000023228; ENSG00000283447
C9JXJ4	ENSG00000145020
D3DTT2	ENSG00000239704
E5RG44	ENSG00000205133
E9PJ46	ENSG00000181135; ENSG00000274352
I3L2G9	ENSG00000166596
Q2Q9C5	
Q4VBA9	ENSG00000158571
Q546G3	
Q5TZZ9	
Q9NVM2	
A0A024R123	
A0A024R374	
A0A0D9SEJ5	ENSG00000275333; ENSG00000112584
B4DFB6	ENSG00000184014
B9TX62	ENSG00000008838
E9PRX5	ENSG00000197302
H9PUS7	
Q53G26	
U3KQG3	ENSG00000122335
V9HW80	
A0A024R5J7	
A0A024RBT3	
A0A0A0MTC8	ENSG00000175356
A0A126GW61	
B7Z385	ENSG00000112186
B7Z8H2	ENSG00000107614
D6RA24	ENSG00000145287
D6RA92	ENSG00000164162
E9PNX0	ENSG00000139132
F5H148	ENSG00000085721; ENSG00000278494
F6KD01	
F8W1B3	ENSG00000111666
F8WB79	ENSG00000133460; ENSG00000275744
G3V5M3	ENSG00000119689
I3L1T9	ENSG00000103423; ENSG00000276726
Q6FGS1	
Q8N1B9	ENSG00000130414; ENSG00000281434
A0A024R8A2	
A0A024R8C1	
A0A024R8E7	
A0A024RBI2	
A0A087WU82	ENSG00000274808; ENSG00000278632; ENSG00000274939
A0A126GVN3	
A0A173AD82	
A0MNP2	
B4DN26	ENSG00000104368
E9PI52	ENSG00000111011
Q29R68	ENSG00000196588
Q5T697	
Q6FH49	
Q9BYK2	ENSG00000171858
A0A024R2M7	
A0A024RDX6	
A0A0B4J228	ENSG00000166930
A0A0G2JIC2	ENSG00000206490; ENSG00000236149; ENSG00000236342; ENSG00000231129; ENSG00000225989; ENSG00000232169
A0A1W2PPS5	ENSG00000136883
B1AMR4	ENSG00000131089
B4DWT1	ENSG00000116754
D3DXE0	
F1DSG4	
F5H855	ENSG00000050820
G3V1T4	ENSG00000111581
G5E9Z5	ENSG00000137473
I6LM39	ENSG00000169057
K7EQ86	ENSG00000007202
Q9BRG6	ENSG00000100336
A0A024R1C2	
A0A087X1R4	ENSG00000146457
A0A0A0MS00	ENSG00000211657; ENSG00000280866
A0A126GW96	
A0ZT98	
A8MXQ8	ENSG00000170579
B4DNS9	ENSG00000171840
B5B2S5	
C9J8P3	ENSG00000121716
E7EX80	ENSG00000100151
E9PJ14	ENSG00000111653
E9PKR5	ENSG00000132780
E9PPT6	ENSG00000177595
F8VV91	ENSG00000139323
K7EMT6	ENSG00000177302; ENSG00000284238
Q5U8S2	ENSG00000104915
Q9NRE7	ENSG00000233024; ENSG00000183889; ENSG00000273807
A0A024R7F8	
A0A024R9D5	
A0A024R9N2	
A0A0A0MS58	ENSG00000172731
B1AK85	ENSG00000077549
B4E173	ENSG00000161381
H0YJT8	ENSG00000258986; ENSG00000276342
H3BRX2	ENSG00000226124
Q6V3B1	ENSG00000125952
A0A024QZU6	
A0A024R2J4	
A0A024RDY4	
A0A087X2I1	ENSG00000100519
A0A0U5PYZ0	
B1APY9	ENSG00000162374
B4DUD2	ENSG00000135926
B9EIK1	
H3BUN5	ENSG00000172831
A0A024RD41	
A0A024RDS3	
A0A087X1C2	ENSG00000084093
A0A0C4DFS2	ENSG00000154645
A0A0S2Z530	
H0YJ73	ENSG00000165929; ENSG00000276776
H3BM42	ENSG00000090863
M0QZ52	ENSG00000160014; ENSG00000198668; ENSG00000143933
Q5JWS5	ENSG00000126001
A0A0C4DGJ4	ENSG00000173598
B4DQU5	ENSG00000103769
B7Z1X4	
K7EPX8	ENSG00000130023; ENSG00000276187
M0R0C1	ENSG00000130755
Q53YP1	
Q59FP8	ENSG00000067141
Q5T094	
Q5T4P9	ENSG00000023902
A0A024QYY3	
A0A024R5F7	
A0A096LPK3	ENSG00000101901
A0A0D9SF20	ENSG00000011304
A4D1F7	
B2RE76	
F8WDE8	ENSG00000204351; ENSG00000223493; ENSG00000228896; ENSG00000225737; ENSG00000232616; ENSG00000206353
J3QQJ7	ENSG00000157423; ENSG00000283022
Q19UL6	
Q2TAM5	ENSG00000173039
Q5Y7D1	
A0A024R320	
A0A024R8S8	
A0A087WTE6	ENSG00000277363; ENSG00000273608
A0A087WW94	ENSG00000275066; ENSG00000274047
A0A0G2JQ41	ENSG00000276016
B0AZT5	ENSG00000121579
B5B2S4	
C9JNW5	ENSG00000114391
F2Z2V8	ENSG00000121964
I3L2W1	ENSG00000072210
